,word,urú,prefix,suffix
963,chomhdhéanann,,,ann
964,dhíshuiteáil,,,áil
965,Raonta,,,ta
966,féinmharaithe,,féin,aithe
967,éagcumais,,éa,ais
968,réadaigh,,réa,aigh
969,chonspóide,,,e
970,chaighdeánaithe,,,aithe
971,Dé-Hidreine,,,ne
972,feitheamh,,,amh
973,soláthrófaí,,so,ófaí
974,ard-mhinicíocht,,ard,íocht
975,caithteachaisí,,,í
976,thoimhdiú,,,iú
977,oiriúntóir,,oir,tóir
978,ócáideach,,,each
979,tSairdín,t,,ín
980,mionbhreise,,mion,se
981,Feisteacháin,,,in
982,mullaigh,,,aigh
983,cuntasacha,,,acha
984,gcinne,g,cinn,ne
985,toghlachta,t,,ta
986,chreidimid,,,imid
987,fomhíreanna,,fo,eanna
988,drumadóireacht,,,eacht
989,cithfholctha,,,tha
990,aoirde,,,e
991,sreabhánaithe,,,aithe
992,neamhchonarthach,,neamh,ach
993,Anatamaíocht,,,aíocht
994,chomhréir,,,éir
995,duilleog,,,eog
996,Choinníollacha,,,acha
997,gearánach,,,ach
998,dtrasphailnítear,d,tras,ítear
999,ligean,,,an
1000,Reoite,,,te
1001,analóigeacha,,ana,eacha
1002,Dáta,,,ta
1003,Onnmhairithe,,,ithe
1004,thógfas,,,fas
1005,gceannasaí,g,ceann,aí
1006,glanghluaiseachtaí,,,taí
1007,Kaaba,,,a
1008,dhíobhálach,,,ach
1009,féinghlasála,,féin,a
1010,alfa-uimhriúla,,,a
1011,chomhaontú,,,ú
1012,Tuismitheoirí,,,í
1013,chóir,,,óir
1014,Polaiteoirí,,,í
1015,Chomhaimseartha,,,tha
1016,plánaí,,,aí
1017,pacáidí,,,í
1018,gcorrlach,g,corr,ach
1019,cíosa,,,sa
1020,micribhitheolaíochta,,micri,ta
1021,Aontuismitheora,,,ra
1022,lorgaítear,,,ítear
1023,srianfar,,,far
1024,teascadh,t,,adh
1025,aitheantacht,,aith,tacht
1026,Chonnartha,,,tha
1027,d'fhiosrúcháin,d',,in
1028,iompórtála,,,a
1029,chomhaontaithe,,,aithe
1030,bananaí,,ban,aí
1031,Luimneach,,,each
1032,Smaointeoireachta,,,ta
1033,dioscaí,,dios,aí
1034,chuspóirí,,,í
1035,lóisteálfar,,,far
1036,diuretica,,,a
1037,Chuige,,,e
1038,Sraitheanna,,,eanna
1039,ghnóthóidh,,,óidh
1040,fíor-áilleacht,,fíor,eacht
1041,d'ainmnigh,d',ain,igh
1042,tagaithe,t,,aithe
1043,Ghrádanna,,,anna
1044,cailliúna,,,na
1045,mí-réasúnta,,mí,ta
1046,Crua,,,a
1047,gcólíonadh,g,,adh
1048,dóigheanna,,dó,eanna
1049,Ceapachán,,,achán
1050,Snasú,,,ú
1051,beara,,,ra
1052,aisíocaíochtaí,,ais,taí
1053,chéim-chíos,,,íos
1054,Trasphlandú,,,ú
1055,rialáiltear,,,ear
1056,láithreoidh,,,idh
1057,chuntais,,,ais
1058,Éagann,,,ann
1059,fhadtréimhseach,,,each
1060,Dearbhuítear,,,ítear
1061,Scannáin,,,in
1062,chaithfí,,,fí
1063,seolfaimid,,,aimid
1064,ró-pianmhar,,ró,mhar
1065,féin-choigeartaithe,,féin,aithe
1066,ghnéas-tarchurtha,,,tha
1067,múnla,,,a
1068,glanteoranta,,,ta
1069,sholáimhsithe,,,ithe
1070,Phríobháideachais,,,ais
1071,comhchónaithe,,comh,aithe
1072,hiar-bhunscoileanna,h,iar,eanna
1073,Dréimirí,,,í
1074,fhorghníomhófar,,,ófar
1075,fhuirinn,,,inn
1076,pioc-suas,,,as
1077,Zaha,,,a
1078,cadhnaíochta,,,ta
1079,Leithdháiltí,,,tí
1080,fhoirgníochta,,,ta
1081,cirte,,,te
1082,riamh,,,amh
1083,carrpháirceála,,,a
1084,shine,,,ne
1085,pháirteanna,,,eanna
1086,forbhallaí,,for,aí
1087,comhdhaonnacha,,comh,acha
1088,mutandis,,,is
1089,Corparáide,,,e
1090,gcomhaontuithe,g,comh,ithe
1091,sainaithnítear,,sain,ítear
1092,champáil,,,áil
1093,mb'ea,m,,a
1094,fhótaisintéis,,,is
1095,mionsárú,,mion,ú
1096,dáile,,dá,e
1097,neamh-inlasta,,neamh,ta
1098,d'éisteachtaí,d',,taí
1099,Airgeadaíochta,,,ta
1100,thráchta,,,ta
1101,doiléir,,do,éir
1102,Coinnítear,,,ítear
1103,dea-feistithe,,dea,ithe
1104,dhlíthiúlacht,,,acht
1105,Cosán,,,án
1106,Saothrú,,,ú
1107,ghinealach,,,ach
1108,éalaipteach,,éa,each
1109,Ríomhaireachta,,,ta
1110,Ceapaim,,,aim
1111,marcáiltear,,,ear
1112,neamhathraithe,,neamh,aithe
1113,díolmhú,,dí,ú
1114,Telefóin,,,in
1115,Sroicheann,,,eann
1116,Páigh,,,igh
1117,mblocáil,m,,áil
1118,díospóidí,,dí,í
1119,Leictreonach,,,ach
1120,tairbhíche,t,,e
1121,ceadaítear,,,ítear
1122,mhalartú,,,ú
1123,rathúla,,,a
1124,chomh-Ghiúdaigh,,,aigh
1125,Síciteiripe,,,e
1126,seiceadóra,,,ra
1127,ardroghanna,,ard,anna
1128,tharlós,,,ós
1129,gcanáil,g,,áil
1130,Saoirsí,,,í
1131,fhungacha,,,acha
1132,gcraoladh,g,,adh
1133,Grinnbhreathnú,,,ú
1134,déphléacsála,,dé,a
1135,ard-dlúis,,ard,is
1136,deara,,dea,ra
1137,forbraíomar,,for,íomar
1138,hordaítear,h,,ítear
1139,imghabháil,,im,áil
1140,niontrála,,,a
1141,ceannasaí,,ceann,aí
1142,mhaisiúil,,,úil
1143,Toscaireacht,,,eacht
1144,mórdhéanamh,,mór,amh
1145,Íochtarach,,,ach
1146,duradh,,,radh
1147,dtiomáineann,d,,eann
1148,chreidiúnaí,,,aí
1149,daoine,,,ne
1150,leasuitheach,,leas,each
1151,tSamhraidh,t,,aidh
1152,bhfeadh,bh,,eadh
1153,Breiseáin,,,in
1154,bhfreagróirí,bh,,í
1155,thaitneamhachta,,,ta
1156,réasunta,,réa,ta
1157,chomhshuim,,,im
1158,fobheartanna,,fo,anna
1159,sineirgisteacha,,sin,eacha
1160,leachtaitheoirí,,,í
1161,pósadh,,,adh
1162,Aimín,,,ín
1163,Ard-Chláradóra,,,ra
1164,Vailintín,,,ín
1165,ngnáth-scaireanna,n,gnáth,eanna
1166,sheachnaíonn,,,aíonn
1167,sábhálfar,,,far
1168,feidhmiúchan,,,chan
1169,geilleagrach,,,ach
1170,n-ardóidh,n-,ard,óidh
1171,díchóimeáil,,dí,áil
1172,gcoillearnacha,g,,acha
1173,sealúchas,,,as
1174,luachálanna,,,anna
1175,Java,,,a
1176,komisia,,,ia
1177,déileálaim,,dé,aim
1178,aonta,,aon,ta
1179,heispéireas,h,,eas
1180,dátheangachas,,dá,achas
1181,Ainmníodh,,,íodh
1182,hIndia,h,,ia
1183,barrúil,,barr,úil
1184,Timpeallacht,,,acht
1185,Reasca,,,a
1186,vampire,,,ire
1187,phríomh-mhaoin,,,in
1188,hinscríbhinní,h,in,í
1189,truailleáin,,,in
1190,phléadáil,,,áil
1191,cineama,,,a
1192,Poblachtach,,,ach
1193,Fhilipíneacha,,,eacha
1194,Comharsana,,,na
1195,Scéalach,,,ach
1196,eolaithe,,eo,aithe
1197,aon-thaobhach,,aon,ach
1198,Príomhchócaire,,,aire
1199,mór-rachairte,,mór,te
1200,Chathaoirligh,,,igh
1201,Nigéire,,,ire
1202,inghafa,,in,a
1203,pléasctha,,,tha
1204,an-amhrasach,,an,ach
1205,gcibearchoireacht,g,,eacht
1206,D'ardaigh,D',ard,aigh
1207,Feabhsuithe,,,ithe
1208,Comhdhlúthú,,,ú
1209,Imscrúdú,,,ú
1210,chomhbhlianacht,,,acht
1211,mbónais,m,,ais
1212,aírithe,,,ithe
1213,Geallaimid,,,aimid
1214,use,,,se
1215,infheistiúcháin,,in,in
1216,bunúil,,bun,úil
1217,tíortha,t,,tha
1218,tascanna,t,,anna
1219,bhfarraige,bh,,e
1220,carthanachtaí,,,taí
1221,fhostaithe,,,aithe
1222,punainne,,,ne
1223,háirithe,h,,ithe
1224,n-ullmhóidh,n-,,óidh
1225,maraí,,,aí
1226,maoiniúcháin,,,in
1227,Fógráin,,,in
1228,coinneála,,,a
1229,réigiúin,,ré,in
1230,komiteja,,,a
1231,comhiomlána,,comh,na
1232,Raithní,,,í
1233,Mauritania,,,ia
1234,cuí-dhéanta,,,ta
1235,dtagadh,d,,adh
1236,gailearaí,,,aí
1237,Náisiúnta,,,ta
1238,D'imoibrigh,D',im,igh
1239,hathrófar,h,ath,ófar
1240,Oiriúnaithe,,,aithe
1241,blaistithe,,,ithe
1242,bPoblachtaí,b,,taí
1243,ghairmiúla,,,a
1244,olltoghcháin,,oll,in
1245,chomhchomhairliúcháin,,,in
1246,Neamhsheolaithe,,,aithe
1247,campháirtíocht,,,íocht
1248,Veronica,,,a
1249,LA-hibridí,,,í
1250,mídhaonna,,mí,na
1251,barra-cháin,,barr,in
1252,cead,,,ad
1253,laga,,lag,ga
1254,ceanglaíodh,,,íodh
1255,Briona,,,na
1256,idirghrúpa,,idir,a
1257,Príncipe,,,e
1258,fócas,,,as
1259,dliteanais,,,ais
1260,múcasacha,,,acha
1261,féiliúnach,,,ach
1262,buntréithe,,bun,ithe
1263,Comhghaolú,,,ú
1264,bPictiúrlann,b,,lann
1265,dobharshaothrú,,do,ú
1266,Torenia,,,ia
1267,bheartófar,,,ófar
1268,Saor-Comhghuaillíochta,,,ta
1269,biteann,,bi,eann
1270,gCorcaigh,g,,aigh
1271,Stamata,,,ta
1272,Dhoirí,,,í
1273,iontach,,ion,ach
1274,Cloigtheach,,,each
1275,clárthréimhse,,,se
1276,cúis,,,is
1277,Poibliú,,,iú
1278,ciontófar,,,ófar
1279,Shealadaigh,,,aigh
1280,doiciméidí,,do,í
1281,idirnáisiúnta,,idir,ta
1282,spriocdháta,,sprioc,ta
1283,Ceadóidh,,,óidh
1284,Seapánach,,,ach
1285,Eagrú,,,ú
1286,dhiailiú,,,iú
1287,n-eiríodh,n-,,íodh
1288,aidhmeanna,,,eanna
1289,Teachfaidh,,,faidh
1290,leanúnacha,,,acha
1291,mheasann,,,ann
1292,griofadach,,,ach
1293,immivoice,,im,e
1294,ndéanfadh,n,dé,fadh
1295,ribíní,,,í
1296,n-aireachasú,n-,,ú
1297,luascadh,,,adh
1298,Socrú,,,ú
1299,fianáin,,fia,in
1300,bardas,,bar,as
1301,tacóidh,t,,óidh
1302,Léiriúcháin,,,in
1303,aonrú,,aon,ú
1304,chúiteántas,,,tas
1305,bhuan-eadránaí,,,aí
1306,Lár-Oirthear,,,ear
1307,Adenomagenesis,,,is
1308,Chuspóir,,,óir
1309,thitfeadh,,,eadh
1310,cairdiúil,,,úil
1311,chruaidh,,,aidh
1312,dtugaidh,d,,aidh
1313,bpléifí,b,,fí
1314,muirmhí,,,í
1315,Ainliú,,,iú
1316,Quba,,,a
1317,príomhghníomhaíochtaí,,príomh,taí
1318,pacáistíodh,,,íodh
1319,comhallfaidh,,comh,faidh
1320,póraitheoirí,,,í
1321,intinne,,in,ne
1322,ghéinea-thocsaineachta,,,ta
1323,anóidí,,an,í
1324,síciteiripe,,síci,e
1325,d'fhearann,d',,ann
1326,có-dhlúite,,,te
1327,Frankie,,,e
1328,fabharaí,,,aí
1329,mearbhia,,,ia
1330,Eagarthóra,,,ra
1331,shocraítear,,,ítear
1332,Mianraí,,,aí
1333,líomóide,,,e
1334,Mí-chumas,,,as
1335,d'fhiachas,d',,achas
1336,leasaítear,,leas,ítear
1337,mhachnamh,,,amh
1338,aistrigh,,ais,igh
1339,carranna,,,anna
1340,Eilvéis,,,is
1341,tSeachtain,t,,in
1342,gcuirfear,g,,fear
1343,Claochladáin,,,in
1344,Neamhbhrabúis,,,is
1345,deichiú,,,iú
1346,gceisteofar,g,,far
1347,ghiúróir,,,óir
1348,tiomantas,t,,tas
1349,gnáis,,,áis
1350,Náisiúnaigh,,,aigh
1351,gealminicíocht,,,íocht
1352,bhrácach,,,ach
1353,adrenaline,,,ne
1354,déantóirí,,dé,í
1355,scoiteacht,,,eacht
1356,míbhuntáiste,,mí,te
1357,fhoghrúpa,,,a
1358,Gaelacha,,,acha
1359,smachta,,,ta
1360,céile,,,e
1361,Dhéirciúla,,,a
1362,ciandíolachán,,,achán
1363,cineál-cheadú,,,ú
1364,earphone,,,ne
1365,Scríobhadh,,,adh
1366,bhronn,,,nn
1367,chealóidh,,,óidh
1368,muilleoirí,,,í
1369,comhlántacht,,comh,tacht
1370,Forchoimeádfar,,,far
1371,Chuideachta,,,ta
1372,baile,,,e
1373,dúnorgain,,dún,in
1374,Poncúil,,,úil
1375,Inmheánach-fuaraithe,,,aithe
1376,bhintiúr,,,úr
1377,forordaíodh,,for,íodh
1378,ollamh,,oll,amh
1379,foleantacha,,fo,acha
1380,Póir,,,óir
1381,gciorcad,g,,ad
1382,Eascainí,,,í
1383,mhórdhíola,,,a
1384,Ard-Stiúrthóireacht,,,eacht
1385,saineolaithe,,sain,aithe
1386,Dhónn,,,nn
1387,fhíorannamha,,,a
1388,fágála,,,a
1389,d'aiscí,d',ais,í
1390,nAistrítear,,,ítear
1391,luí,,,í
1392,luathóige,,luath,e
1393,dhiúltaítear,,,ítear
1394,fheabhsaítear,,,ítear
1395,breiseán,,,eán
1396,gearánaí,,,aí
1397,aistarraingthe,,ais,the
1398,ghnóchan,,,chan
1399,scribhinní,,,í
1400,atúrnae,,,e
1401,cathfear,,,fear
1402,Seolfaidh,,,faidh
1403,dTréimhsí,d,,í
1404,sopanna,,so,anna
1405,úsáideoir-shainithe,,,ithe
1406,ceanglais,,,ais
1407,Milliúin,,,in
1408,bríomhar,,brí,mhar
1409,ballghnólacht,,,acht
1410,Tata,,,ta
1411,éadaí,,éa,aí
1412,deara-agus-éifeacht,,dea,eacht
1413,gcorpraítear,g,,ítear
1414,lánpháirtiú,,,iú
1415,airsíos,,,íos
1416,Curaclaim,,,aim
1417,aontaíodh,,aon,íodh
1418,shloinneadh,,,eadh
1419,Bainne,,,ne
1420,dtárlódh,d,,ódh
1421,leas-tuismitheoir,,leas,eoir
1422,ghnáthchomhnaí,,,aí
1423,chúlghabhálach,,,ach
1424,h-aghaidh,h-,,aidh
1425,shiorcanna,,,anna
1426,pionós,,,ós
1427,foimiúlta,,fo,ta
1428,buan-éagumas,,buan,as
1429,fholeasanna,,,anna
1430,Cologne,,,ne
1431,parlamentin,,,in
1432,ionsaitheach,,ion,each
1433,bolscaireacht,,,eacht
1434,bhithmhéadrach,,,ach
1435,ionadh,,ion,adh
1436,Sainchomhlíonadh,,,adh
1437,Cáilithe,,,ithe
1438,tráthanna,,,anna
1439,scrúdófar,,,ófar
1440,Increasre,,,e
1441,d'ardchaighdeán,d',ard,eán
1442,Ancaire,,,aire
1443,ghráduithe,,,ithe
1444,dhúshlán,,,án
1445,lán-dleacht,,,eacht
1446,fhorcoimeádtar,,,tar
1447,Chúil,,,úil
1448,n-usáidtear,n-,,ear
1449,coisceadh,,,eadh
1450,2-3-bliain,,,in
1451,tascartha,t,,tha
1452,neach,,,each
1453,Masha,,,a
1454,Ath-fhéachainte,,,te
1455,seanmóir,,sean,óir
1456,peacaí,,,aí
1457,Fo-quotanna,,,anna
1458,ard-réiteach,,ard,each
1459,chuibhiúil,,,úil
1460,teilgeoirí,t,,í
1461,sheachbhreithiúnacha,,,acha
1462,chasta,,,ta
1463,thuairimí,,,í
1464,tuigimid,t,,imid
1465,n-dara,n-,,ra
1466,féilte,,,te
1467,traschuartha,,tras,tha
1468,sainliacht,,sain,acht
1469,fheidhmiúcháin,,,in
1470,víreasach,,,ach
1471,Chomhchoiste,,,te
1472,heití,h,,tí
1473,orgánaí,,,aí
1474,sceirdeacha,,,eacha
1475,Cúpla,,,a
1476,d'fhiacha,d',,acha
1477,ngníomhóidh,n,,óidh
1478,dtríú,d,trí,ú
1479,IIIa,,,a
1480,Téann,,,ann
1481,Soilsithe,,,ithe
1482,Tbaharfaidh,,,faidh
1483,Luasanna,,,anna
1484,imscrúdaitheach,,im,each
1485,orlaigh,,,aigh
1486,Fiosrú,,,ú
1487,Earnáil,,,áil
1488,dea-rialachas,,dea,achas
1489,coigeartaigh,,,aigh
1490,Bearnaí,,,aí
1491,aimhrialta,,,ta
1492,Cóiríocht,,,íocht
1493,Soisialta,,,ta
1494,caiméireolaíocht,,,aíocht
1495,chíos,,,íos
1496,Chainnigh,,,igh
1497,Déní,,,í
1498,Ranganna,,,anna
1499,nós-imeachta,,,ta
1500,Cialluíonn,,,íonn
1501,d'iniúchadh,d',in,adh
1502,ceannasachta,,ceann,ta
1503,Aindéis,,,is
1504,Bean,,,an
1505,séidte,,,te
1506,phríomhaidhmeanna,,,eanna
1507,uaineadóir,,,adóir
1508,Feidhmiúcháin,,,in
1509,Tríú,,,ú
1510,Cruthaithe,,,aithe
1511,haon-áit,h,aon,áit
1512,ainneonach,,ain,ach
1513,Foilseachán,,,achán
1514,phataigineacha,,,eacha
1515,athuimhriú,,ath,iú
1516,mionsonraí,,mion,aí
1517,ghalfaire,,,aire
1518,chnocán,,,án
1519,nGnóthachtáil,n,,áil
1520,Nuashonrú,,,ú
1521,amharclanna,,am,anna
1522,choinne,,,ne
1523,n-údaródh,n-,,ódh
1524,ríomhfaí,,ríomh,aí
1525,dualgais,,,ais
1526,sibh,,,ibh
1527,cealófar,,,ófar
1528,sainréimsí,,sain,í
1529,fholúntais,,,ais
1530,bruach-úinéir,,,éir
1531,sintiúisí,,sin,í
1532,Choreaighe,,,e
1533,otroifeinilhiodraisí,,,í
1534,ciallaíonn,,,aíonn
1535,Eadráin,,,in
1536,iostas,,,tas
1537,forléargais,,for,ais
1538,Abhcóide,,,e
1539,Comh-Aireachta,,,ta
1540,dlúthnascadh,,,adh
1541,leapan,,,an
1542,athraÁonn,,ath,nn
1543,ghéineas,,,eas
1544,Chealú,,,alú
1545,luchta,,,ta
1546,Téimid,,,imid
1547,Lámha,,,a
1548,d'eirghe,d',,e
1549,céimshriain,,,in
1550,Fiontraithe,,,aithe
1551,Páirceála,,,a
1552,féiniúlachta,,féin,ta
1553,chomhlíonfadh,,,fadh
1554,Curtain,,,in
1555,alúmanaim,,,aim
1556,Contúirteacha,,,eacha
1557,d'anailísíocht,d',an,íocht
1558,goiríní,,,í
1559,tairbhiú,t,,iú
1560,míchompordach,,mí,ach
1561,marcach,,,ach
1562,Kerastas,,,tas
1563,Laietana,,,na
1564,garraíodóir,,gar,dóir
1565,Broad,,,ad
1566,Chríochnaigh,,,aigh
1567,Impigh,,,igh
1568,murtallach,,,ach
1569,príomh-oifige,,príomh,e
1570,fochuideachta,,fo,ta
1571,Seanóirí,,,í
1572,ndeimhnighidh,n,,idh
1573,bhlianachta,,,ta
1574,hoidhreachtaí,h,,taí
1575,Adrián,,,án
1576,cúirteanna,,,eanna
1577,seoltóirí,,,í
1578,thoirmisctear,,,ear
1579,fhíor-riachtanacha,,,acha
1580,bailítear,,,ítear
1581,Idirghabháil,,,áil
1582,daonnachtúlacht,,daon,acht
1583,seoltar,,,tar
1584,indie,,in,e
1585,Mhargaidh,,,aidh
1586,gcuirfí,g,,fí
1587,ghlúin,,,in
1588,ard-oideachas,,ard,achas
1589,Iniomparthachta,,,ta
1590,heolaíochtaí,h,eo,taí
1591,AE-Íoslainn,,,inn
1592,scalbhóirí,,,í
1593,néarógach,,,ach
1594,leithdháilfear,,,fear
1595,breoslaithe,,,aithe
1596,ateangaireacht,,,eacht
1597,ngearrfaidh,n,gearr,faidh
1598,Idir-Rialtasach,,,ach
1599,d'infheisteoirí,d',in,í
1600,nea-mbolcánuithe,,,ithe
1601,comhoibritheach,,comh,each
1602,neamhreachtúil,,neamh,túil
1603,dhian,,,an
1604,géarchúiseach,,,each
1605,Mhuire,,,ire
1606,cormáin,,,in
1607,cruas,,,as
1608,CEFSanna,,,anna
1609,filleadh,,,eadh
1610,cuspóra,,,ra
1611,Feabhsúcháin,,,in
1612,imdháil,,im,áil
1613,chomhfhreagraigh,,,aigh
1614,fhorbraítear,,,ítear
1615,mhúinteoirí,,,í
1616,stán,,,án
1617,díluailiú,,dí,iú
1618,aicmithe,,,ithe
1619,Reddéirí,,,í
1620,teileafón,t,,fón
1621,n-íocaíocht,n-,,aíocht
1622,ghrinn,,,inn
1623,Nafia,,,ia
1624,bharúla,,,a
1625,cosmaidí,,,í
1626,deartha,,dea,tha
1627,Ballraíochta,,,ta
1628,tasc-oibre,t,,e
1629,Tíreolaíocht,,,aíocht
1630,cláireacha,,,eacha
1631,éineacht,,,eacht
1632,breathnóirí,,,í
1633,toimhdeoidh,t,,idh
1634,staitisticí,,,í
1635,Cathrach,,,ach
1636,nDeontas,n,,tas
1637,difríochta,,,ta
1638,bhaintí,,,tí
1639,Sagartacht,,,tacht
1640,furógra,,,ra
1641,gcladach,g,,ach
1642,Imperiale,,,e
1643,fíorshimpliú,,fíor,iú
1644,milseáin,,,in
1645,toghthóir,t,,thóir
1646,aon-tseilbhe,,aon,e
1647,komitetas,,,tas
1648,Staidreamh,,,amh
1649,CERanna,,,anna
1650,Stamina,,,na
1651,choitianta,,,ta
1652,Séanadh,,,adh
1653,mhalairte,,,te
1654,Dhílleachtaí,,,taí
1655,neamhthábhachtach,,neamh,ach
1656,bheartú,,,ú
1657,luacháil,,,áil
1658,Athchomhaire,,,aire
1659,hairgeadra,h,,ra
1660,fruiltiomána,,,na
1661,chinnteach,,,each
1662,ilchineálacht,,il,acht
1663,aguisín,,,ín
1664,heolaíocht,h,eo,aíocht
1665,cleachtaí,,,taí
1666,cístí,,,tí
1667,Gnóthachtála,,,a
1668,Bríde,,,e
1669,trína,,trí,na
1670,príomhchoinníollacha,,príomh,acha
1671,Chuanta,,,ta
1672,ilmheáin,,il,in
1673,éagsúlacht,,éa,acht
1674,mí-ráiteas,,mí,eas
1675,Gotach,,,ach
1676,Comhlíontach,,,ach
1677,Macadóine,,,ne
1678,háireamhachtaí,h,,taí
1679,féatais,,,ais
1680,Feadóige,,,e
1681,lorgaireacht,,,eacht
1682,cuisniúcháin,,,in
1683,míchothromaíochtaí,,mí,taí
1684,Kazakhstan,,,an
1685,intí,,in,tí
1686,fo-Antartach,,fo,ach
1687,comhthreomhaire,,comh,aire
1688,lamhaigh,,,aigh
1689,snoite,,,te
1690,dhíospóireachtaí,,,taí
1691,Hondúras,,,as
1692,n-uirlisí,n-,,í
1693,éacht,,éa,acht
1694,dhán,,,án
1695,Laitvise,,,se
1696,deifriúla,,,a
1697,féadfa,,,a
1698,carbán,,,án
1699,uaigheanna,,,eanna
1700,ndailcheantar,n,,tar
1701,Theileagrafaíochta,,,ta
1702,Éirí,,,í
1703,Cannabis,,,is
1704,Phléigh,,,igh
1705,ndeisiú,n,,iú
1706,fhoilsithe,,,ithe
1707,Árainn,,,inn
1708,Chalaois,,,is
1709,chomharthaí,,,aí
1710,treallach,,,ach
1711,n-éaga,n-,éa,ga
1712,glaodhadh,,,adh
1713,Bhalla,,,a
1714,Oblagáidí,,,í
1715,Cinntíonn,,,íonn
1716,náiritheofar,,,far
1717,inréadaithe,,in,aithe
1718,Deisiúcháin,,,in
1719,ghhairdín,,,ín
1720,meánna,,meán,na
1721,thráthanna,,,anna
1722,fíoraithe,,fíor,aithe
1723,dtarscaoilfidh,d,tar,fidh
1724,feabhais,,,ais
1725,Shinsireach,,,each
1726,fearainn,,fear,inn
1727,comhspriocanna,,comh,anna
1728,fiúntas,,,tas
1729,aisteoirí,,ais,í
1730,Star,,,tar
1731,n-hormóin,,,in
1732,chuimseofar,,,far
1733,teorannófar,t,teo,ófar
1734,siltear,,,ear
1735,ruíleas,,,eas
1736,sensorineacha,,,eacha
1737,néaróg,,,óg
1738,glancheartúcháin,,,in
1739,slán,,,án
1740,Druganna,,,anna
1741,Cód,,,ód
1742,ríomhchárta,,ríomh,ta
1743,gcláraítear,g,,ítear
1744,haeriompróirí,h,aer,í
1745,Babaí,,,aí
1746,theilgthe,,,the
1747,n-iomláin,n-,,in
1748,Ceannuitheach,,,each
1749,lascthrealamh,,las,amh
1750,lánúine,,,ne
1751,n-ealaíontóirí,n-,,í
1752,aimsíodh,,,íodh
1753,turascáil,t,,áil
1754,dTeaghlach,d,,ach
1755,fhigiúr,,,úr
1756,Chorparáideach,,,each
1757,earrach-cheana,,,na
1758,nianna,,,anna
1759,heconomiciúil,h,,úil
1760,ionsaitheoir,,ion,eoir
1761,uchtaíodh,,,íodh
1762,phána,,,na
1763,tagallamh,t,,amh
1764,ndiúltaítear,n,,ítear
1765,Chuardach,,,ach
1766,dtorthaí,d,,aí
1767,hiarra,h,iar,ra
1768,rialtóir,,,tóir
1769,féiniúlacht,,féin,acht
1770,ndaonnacht,n,daon,acht
1771,eitlíochta,,,ta
1772,ceiliúrfar,,,far
1773,Ghnólacht,,,acht
1774,thacúil,,,úil
1775,éascóidh,,éa,óidh
1776,athleasú,,ath,ú
1777,chosmaí,,,aí
1778,leagfas,,,fas
1779,tóirsí,t,,í
1780,peictin,,,in
1781,smuigléireacht,,,eacht
1782,bunéisteacht,,bun,eacht
1783,spraeála,,,a
1784,bhíodh,,,íodh
1785,daingneáin,,,in
1786,d'ath-leatha,d',ath,tha
1787,m'intinn,,,inn
1788,dhíthiú,,,iú
1789,ngearánach,n,,ach
1790,choigistiú,,,iú
1791,Bhriotáinigh,,,igh
1792,dhealramh,,,amh
1793,neamhfhéidearthacht,,neamh,acht
1794,gnáthúla,,gnáth,a
1795,finiúna,,,na
1796,chrainn,,,inn
1797,Atha,,,tha
1798,Faisnéisíocht,,,íocht
1799,Fóraim,,,aim
1800,treoirlínte,,,te
1801,Caoga,,,ga
1802,deighleáladh,,,adh
1803,aosacha,,,acha
1804,toirchithe,t,,ithe
1805,phéarlaoniam,,,iam
1806,theiripeach,,,each
1807,dtonnta,d,,ta
1808,chalaois,,,is
1809,Ríthe,,,the
1810,buainteoir,,,eoir
1811,cómhaoiniú,,,iú
1812,Isiad,,,ad
1813,Dúigh,,,igh
1814,fhoraoiseachta,,,ta
1815,d'fhíorú,d',,ú
1816,hinghlacthacht,h,in,acht
1817,mBonn,m,,nn
1818,eolaí,,eo,aí
1819,Inseoidh,,,idh
1820,comhchineáil,,comh,áil
1821,sholéite,,,te
1822,n-abróidh,n-,,óidh
1823,Chomhairlitheach,,,each
1824,theastuíonn,,,íonn
1825,n-allmhuirithe,n-,,ithe
1826,Cuillinn,,,inn
1827,fhicsin,,,in
1828,Eiticiúil,,,úil
1829,Dhiúscairtí,,,tí
1830,giorrúcháin,,,in
1831,bheartuíonn,,,íonn
1832,ceirmeach,,,each
1833,samhail,,,amhail
1834,isí,,,í
1835,muirearíoctha,,,tha
1836,caomhanta,,,ta
1837,Chruacháin,,,in
1838,coimeádfaidh,,,faidh
1839,fáilte,,,te
1840,D'fhéach,D',,ach
1841,chainníocht,,,íocht
1842,Léinn,,,inn
1843,phríomha,,,a
1844,scrúdaítear,,,ítear
1845,mBunscoileanna,m,,eanna
1846,neamhchaite,,neamh,te
1847,ampúle,,am,e
1848,Fháis,,,áis
1849,Deaschliceáil,,,áil
1850,réamheitilte,,réamh,te
1851,oiriúnaí,,oir,aí
1852,ngairfear,n,,fear
1853,Fhleadh,,,eadh
1854,Faigh,,,aigh
1855,taitneamhaí,t,,aí
1856,ghnáthchúrsa,,,sa
1857,cheamara,,,ra
1858,monacrómach,,mona,ach
1859,Méadófar,,,ófar
1860,agrafhoraoiseachta,,,ta
1861,plátaí,,,taí
1862,theanga,,,ga
1863,bheagnach,,,ach
1864,Tacaíodh,,,íodh
1865,coinníollach,,,ach
1866,díríodh,,dír,íodh
1867,iargúltacht,,iar,tacht
